park,visit,drive,hiking,miss,taking,inspiring,loved,crowded,stop,hikes,ride,missed,seen,walk,spend,perfect,visiting,describe,enjoy,need,hidden,going,got,seeing,bring,spending,average_spend
Kings Canyon National Park,0.0666666666666667,0.0957446808510638,0.015625,0.105263157894737,0.0526315789473684,0,0.0952380952380952,0.0731707317073171,0,0.0185185185185185,0.0909090909090909,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,52945.1,0.0693069306930693
Kings Canyon National Park,0.0285714285714286,0.127659574468085,0.015625,0.0526315789473684,0,0,0.0476190476190476,0.024390243902439,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,58740.9,0.0594059405940594
Kings Canyon National Park,0.00952380952380952,0.117021276595745,0.046875,0.0526315789473684,0.0263157894736842,0,0,0.024390243902439,0,0,0.136363636363636,0.0625,0,0,0.0454545454545455,0,0.0666666666666667,0,0.0909090909090909,0,0.153846153846154,0,0,0,0,61146,0.0693069306930693
Lassen Volcanic National Park,0.00952380952380952,0.0319148936170213,0.015625,0.0263157894736842,0,0.0263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.0555555555555556,0,0,0,22918.1,0.0396039603960396
Lassen Volcanic National Park,0.0380952380952381,0,0,0.0263157894736842,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.133333333333333,0,0.0909090909090909,0,0.153846153846154,0,0,0,0,25148.9,0.0396039603960396
Lassen Volcanic National Park,0.00952380952380952,0.0319148936170213,0,0,0,0,0.0952380952380952,0.024390243902439,0,0.0185185185185185,0,0.0625,0,0,0,0.0833333333333333,0,0,0.0909090909090909,0.0833333333333333,0,0,0,0,0,27361.5,0.0396039603960396
Lassen Volcanic National Park,0.0476190476190476,0.0531914893617021,0.046875,0.0526315789473684,0.0263157894736842,0,0,0,0.0833333333333333,0.0185185185185185,0.0454545454545455,0,0,0,0,0,0.0666666666666667,0,0.0909090909090909,0,0.0769230769230769,0.0555555555555556,0,0,0,32639.4,0.0396039603960396
Mammoth Cave National Park,0.0952380952380952,0,0.015625,0.0263157894736842,0,0.0263157894736842,0.0952380952380952,0.024390243902439,0.25,0.0185185185185185,0,0.125,0.0454545454545455,0,0.181818181818182,0,0.0666666666666667,0,0,0.0833333333333333,0,0,0.166666666666667,0,0.0833333333333333,40429.6,0.0594059405940594
Mammoth Cave National Park,0.0952380952380952,0.0106382978723404,0,0.105263157894737,0,0.0526315789473684,0.285714285714286,0.024390243902439,0.333333333333333,0,0,0.125,0,0,0.136363636363636,0,0.0666666666666667,0,0,0,0,0.0555555555555556,0.166666666666667,0.0833333333333333,0.25,40333.9,0.0594059405940594
Mammoth Cave National Park,0.161904761904762,0,0.015625,0.0789473684210526,0.0263157894736842,0.0526315789473684,0.19047619047619,0.024390243902439,0.125,0,0,0,0.0454545454545455,0.153846153846154,0.181818181818182,0.166666666666667,0.0666666666666667,0.0303030303030303,0,0.0833333333333333,0,0.0555555555555556,0.0833333333333333,0,0,43642.1,0.0594059405940594
Mammoth Cave National Park,0.228571428571429,0.0106382978723404,0.015625,0.0526315789473684,0,0.0263157894736842,0.238095238095238,0.0487804878048781,0.125,0,0,0.0625,0,0.153846153846154,0.136363636363636,0.0833333333333333,0.0666666666666667,0,0,0,0,0.111111111111111,0,0.25,0,48102.8,0.0594059405940594
Mammoth Cave National Park,0.352380952380952,0,0.171875,0.105263157894737,0,0.0526315789473684,0.571428571428571,0.121951219512195,0.25,0,0,0.125,0.0909090909090909,0.384615384615385,0.136363636363636,0.166666666666667,0,0.0606060606060606,0.0909090909090909,0.25,0,0.0555555555555556,0.166666666666667,0.0833333333333333,0.166666666666667,49629.7,0.0594059405940594
Mammoth Cave National Park,0.219047619047619,0.0212765957446809,0.0625,0.0789473684210526,0,0.0263157894736842,0.333333333333333,0,0.125,0,0,0,0.0909090909090909,0.230769230769231,0.0454545454545455,0.25,0.0666666666666667,0.0303030303030303,0.0909090909090909,0.333333333333333,0,0,0.166666666666667,0.166666666666667,0.0833333333333333,48145.5,0.0594059405940594
Mammoth Cave National Park,0.295238095238095,0.0106382978723404,0.03125,0.0789473684210526,0.0263157894736842,0.0263157894736842,0.238095238095238,0.0487804878048781,0.0833333333333333,0.037037037037037,0,0,0,0.153846153846154,0.181818181818182,0.166666666666667,0.0666666666666667,0,0,0.0833333333333333,0,0,0.25,0,0,45094,0.0594059405940594
Mesa Verde National Park,0.00952380952380952,0,0,0.0263157894736842,0,0.0263157894736842,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0.0555555555555556,0,0,0,45089.8,0.0792079207920792
Mesa Verde National Park,0.0285714285714286,0,0,0,0,0.0263157894736842,0.0476190476190476,0,0.0416666666666667,0,0,0.125,0,0,0,0,0.0666666666666667,0,0,0.0833333333333333,0,0,0,0.0833333333333333,0,49982.2,0.0792079207920792
Mesa Verde National Park,0.0952380952380952,0,0,0.0789473684210526,0.0263157894736842,0,0,0,0,0,0,0,0.0454545454545455,0.230769230769231,0,0,0,0,0.0909090909090909,0,0.0769230769230769,0,0.0833333333333333,0,0.0833333333333333,55447,0.0792079207920792
Mesa Verde National Park,0.0952380952380952,0.0106382978723404,0,0.105263157894737,0,0.0526315789473684,0.285714285714286,0.024390243902439,0.0416666666666667,0,0,0,0,0,0,0.0833333333333333,0.0666666666666667,0,0,0.0833333333333333,0,0,0.0833333333333333,0,0,60591,0.0792079207920792
Mesa Verde National Park,0.0666666666666667,0.0106382978723404,0,0.0526315789473684,0.0263157894736842,0.0526315789473684,0.142857142857143,0,0,0,0,0.125,0.0909090909090909,0,0,0,0,0.0606060606060606,0,0,0,0,0.166666666666667,0.0833333333333333,0,62294.4,0.0792079207920792
Mesa Verde National Park,0.0571428571428571,0.0319148936170213,0,0.105263157894737,0,0,0.0952380952380952,0,0.0416666666666667,0,0,0,0,0.230769230769231,0.0454545454545455,0,0,0,0,0.166666666666667,0,0,0,0,0.0833333333333333,58513,0.0792079207920792
Mount Rainier National Park,0.0476190476190476,0,0.046875,0.131578947368421,0.0263157894736842,0.0526315789473684,0,0.0487804878048781,0,0,0,0,0,0,0.0909090909090909,0,0.0666666666666667,0.0303030303030303,0,0,0,0,0.0833333333333333,0,0,36843.8,0.0198019801980198
Mount Rainier National Park,0.0666666666666667,0.0531914893617021,0.0625,0,0.0263157894736842,0.0263157894736842,0,0.024390243902439,0,0.0185185185185185,0.0454545454545455,0.0625,0.0454545454545455,0.153846153846154,0.0909090909090909,0.0833333333333333,0.0666666666666667,0,0,0,0,0,0.166666666666667,0,0.0833333333333333,40856.2,0.0198019801980198
Mount Rainier National Park,0.019047619047619,0.0425531914893617,0.09375,0.0526315789473684,0.0263157894736842,0.0263157894736842,0,0.024390243902439,0,0.0185185185185185,0,0,0.0454545454545455,0,0.0454545454545455,0,0,0,0.181818181818182,0,0,0,0.0833333333333333,0.0833333333333333,0,45531.7,0.0198019801980198
Mount Rainier National Park,0.0380952380952381,0.0851063829787234,0.09375,0.157894736842105,0,0.0789473684210526,0.0476190476190476,0,0.0833333333333333,0,0.0454545454545455,0.1875,0.0454545454545455,0,0.0909090909090909,0.0833333333333333,0.133333333333333,0,0.0909090909090909,0.25,0.0769230769230769,0,0.0833333333333333,0.0833333333333333,0,45741.3,0.0198019801980198
Mount Rainier National Park,0.0476190476190476,0.0319148936170213,0.09375,0.0789473684210526,0.0526315789473684,0,0.0476190476190476,0.024390243902439,0,0.037037037037037,0,0.0625,0.0909090909090909,0,0,0.0833333333333333,0.133333333333333,0,0.181818181818182,0,0,0,0,0,0,50720.6,0.0198019801980198
Mount Rainier National Park,0.0571428571428571,0.0531914893617021,0.046875,0.0263157894736842,0.0263157894736842,0,0.0476190476190476,0.024390243902439,0,0.037037037037037,0.0454545454545455,0.0625,0.0454545454545455,0,0,0.166666666666667,0,0.0303030303030303,0,0.0833333333333333,0,0,0.0833333333333333,0.166666666666667,0,50573.2,0.0198019801980198
Mount Rainier National Park,0.0380952380952381,0.0638297872340425,0,0.0263157894736842,0,0,0.19047619047619,0.0487804878048781,0.0416666666666667,0,0,0.0625,0,0.0769230769230769,0,0,0.0666666666666667,0.0303030303030303,0,0,0,0,0.0833333333333333,0,0.0833333333333333,54896,0.0198019801980198
Olympic National Park,0.00952380952380952,0.0212765957446809,0.03125,0.0526315789473684,0,0,0.0952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0.0833333333333333,0,0,245894.1,0.0594059405940594
Olympic National Park,0.00952380952380952,0.0212765957446809,0.03125,0,0,0,0.0476190476190476,0,0,0.0185185185185185,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0.0833333333333333,263953.3,0.0594059405940594
Olympic National Park,0.0285714285714286,0,0.046875,0.0263157894736842,0.0263157894736842,0,0,0,0,0.0185185185185185,0.0454545454545455,0,0,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0.0833333333333333,270618.6,0.0594059405940594
Olympic National Park,0.0380952380952381,0,0.046875,0,0,0,0,0,0,0.0740740740740741,0,0,0,0.153846153846154,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.0833333333333333,286786.3,0.0594059405940594
Olympic National Park,0.00952380952380952,0.0106382978723404,0.046875,0,0,0,0.0476190476190476,0,0,0.0185185185185185,0,0,0,0,0.0454545454545455,0.0833333333333333,0,0,0,0,0,0,0,0,0,279392,0.0594059405940594
Olympic National Park,0.0285714285714286,0.0106382978723404,0.078125,0,0,0,0,0,0.0416666666666667,0,0,0.0625,0,0,0,0,0,0.0303030303030303,0,0,0,0,0,0,0,261607,0.0594059405940594
Petrified Forest National Park,0.0285714285714286,0.0638297872340425,0,0,0,0,0.142857142857143,0,0.208333333333333,0.0185185185185185,0.0454545454545455,0,0,0,0.136363636363636,0.0833333333333333,0.133333333333333,0,0,0,0.153846153846154,0,0.0833333333333333,0.0833333333333333,0,39405.1,0.0396039603960396
Petrified Forest National Park,0.0285714285714286,0.0957446808510638,0.015625,0.0789473684210526,0.0263157894736842,0,0.0476190476190476,0,0.25,0,0,0.125,0,0,0,0,0.0666666666666667,0.0303030303030303,0,0,0,0,0,0.0833333333333333,0.0833333333333333,39137,0.0396039603960396
Petrified Forest National Park,0.0285714285714286,0.0531914893617021,0.015625,0.157894736842105,0.0263157894736842,0.0789473684210526,0.142857142857143,0.024390243902439,0.333333333333333,0.0185185185185185,0,0,0.0909090909090909,0.0769230769230769,0,0.0833333333333333,0.133333333333333,0,0.181818181818182,0.0833333333333333,0.0769230769230769,0,0.0833333333333333,0.166666666666667,0,51696.5,0.0396039603960396
Petrified Forest National Park,0.20952380952381,0.372340425531915,0.015625,0.157894736842105,0.0263157894736842,0.0789473684210526,0.142857142857143,0,1,0.0185185185185185,0.0454545454545455,0.125,0.136363636363636,0.230769230769231,0.0909090909090909,0.0833333333333333,0.0666666666666667,0.0303030303030303,0.181818181818182,0,0.153846153846154,0,0,0.166666666666667,0.0833333333333333,50032.4,0.0396039603960396
Petrified Forest National Park,0.114285714285714,0.074468085106383,0.015625,0.105263157894737,0.131578947368421,0.0526315789473684,0.238095238095238,0.024390243902439,0.625,0.037037037037037,0.0454545454545455,0.125,0.0454545454545455,0.0769230769230769,0.0909090909090909,0,0.2,0,0.0909090909090909,0.0833333333333333,0.307692307692308,0.111111111111111,0,0.0833333333333333,0,41429.1,0.0396039603960396
Petrified Forest National Park,0.0571428571428571,0.0425531914893617,0,0,0.0263157894736842,0,0.0952380952380952,0,0.208333333333333,0,0,0.0625,0.136363636363636,0.0769230769230769,0.136363636363636,0.0833333333333333,0,0,0,0.0833333333333333,0,0,0,0.25,0,39510.1,0.0396039603960396
Petrified Forest National Park,0.0285714285714286,0.0425531914893617,0.015625,0.0526315789473684,0,0,0.0952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,41835,0.0396039603960396
Pinnacles National Park,0.00952380952380952,0.0106382978723404,0.09375,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0.0833333333333333,0,0,0,0.0833333333333333,0,12079.3,0.0297029702970297
Pinnacles National Park,0.019047619047619,0,0.078125,0,0,0,0.0476190476190476,0.0487804878048781,0.0416666666666667,0.037037037037037,0,0,0.0454545454545455,0,0,0.0833333333333333,0,0,0,0,0.0769230769230769,0,0,0,0,11028,0.0396039603960396
Pinnacles National Park,0.019047619047619,0.0106382978723404,0.15625,0,0,0.0263157894736842,0.0476190476190476,0,0.0416666666666667,0.0555555555555556,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,11826.3,0.0396039603960396
Pinnacles National Park,0.0380952380952381,0.0106382978723404,0.171875,0,0.0263157894736842,0,0,0,0.0833333333333333,0.0555555555555556,0,0,0,0.0769230769230769,0,0.0833333333333333,0,0,0,0,0.153846153846154,0.0555555555555556,0,0,0.0833333333333333,12603.2,0.0396039603960396
Pinnacles National Park,0.00952380952380952,0,0.078125,0,0,0,0,0.0487804878048781,0.0416666666666667,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,13340.6,0.0396039603960396
Pinnacles National Park,0.019047619047619,0,0.078125,0.0263157894736842,0,0,0.0476190476190476,0.024390243902439,0,0.0185185185185185,0,0,0,0,0.0454545454545455,0,0.0666666666666667,0,0,0,0,0,0,0,0.166666666666667,13119,0.0396039603960396
Redwood National Park,0.0285714285714286,0.0106382978723404,0.03125,0.0526315789473684,0.0263157894736842,0.157894736842105,0,0,0,0,0.0454545454545455,0,0,0.0769230769230769,0,0,0,0.0303030303030303,0,0,0,0,0.0833333333333333,0,0,20833.3,0.0396039603960396
Redwood National Park,0.0380952380952381,0.0106382978723404,0.015625,0,0.0263157894736842,0.0526315789473684,0,0,0.0416666666666667,0,0,0.0625,0.0454545454545455,0,0.0454545454545455,0,0,0.0606060606060606,0,0,0,0,0,0,0,23684.5,0.0396039603960396
Redwood National Park,0.0285714285714286,0.0531914893617021,0,0,0,0.105263157894737,0,0,0.0833333333333333,0.0185185185185185,0,0,0,0.0769230769230769,0,0,0,0.0303030303030303,0,0.0833333333333333,0,0,0,0,0,26322.4,0.0396039603960396
Redwood National Park,0.0476190476190476,0.117021276595745,0,0,0.0263157894736842,0.0526315789473684,0.0476190476190476,0,0.0416666666666667,0.0185185185185185,0,0.0625,0,0.0769230769230769,0,0,0,0.0303030303030303,0,0,0,0,0,0.166666666666667,0,33012.8,0.0396039603960396
Redwood National Park,0.00952380952380952,0.0106382978723404,0.03125,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0952380952380952,0,0,0.0185185185185185,0,0,0,0.0769230769230769,0,0,0,0.0303030303030303,0,0,0,0.0555555555555556,0,0,0,34282.7,0.0396039603960396
Redwood National Park,0.00952380952380952,0.0106382978723404,0.015625,0.0789473684210526,0,0.0263157894736842,0.0476190476190476,0,0.0416666666666667,0,0,0,0,0,0.0454545454545455,0,0,0.0303030303030303,0,0,0,0,0.0833333333333333,0,0,27810.7,0.0396039603960396
Redwood National Park,0.019047619047619,0.0106382978723404,0.015625,0,0.0263157894736842,0.0526315789473684,0,0,0,0,0.0454545454545455,0.0625,0.0454545454545455,0.0769230769230769,0,0,0,0.0909090909090909,0.181818181818182,0,0.0769230769230769,0,0,0,0,31071,0.0396039603960396
Rocky Mountain National Park,0.0380952380952381,0.0106382978723404,0.03125,0.0526315789473684,0,0.0263157894736842,0,0.024390243902439,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,268391.4,0.0396039603960396
Rocky Mountain National Park,0.00952380952380952,0.0212765957446809,0.015625,0,0.0526315789473684,0,0.0476190476190476,0,0,0.0185185185185185,0.136363636363636,0,0,0,0,0.0833333333333333,0.0666666666666667,0,0,0,0,0,0,0,0,298746.7,0.0495049504950495
Rocky Mountain National Park,0.00952380952380952,0.0425531914893617,0.046875,0,0.0263157894736842,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0.0303030303030303,0,0,0,0,0.0833333333333333,0,0,286151.8,0.0396039603960396
Rocky Mountain National Park,0.0571428571428571,0.0319148936170213,0.015625,0,0,0.0263157894736842,0,0.024390243902439,0.0416666666666667,0,0.0454545454545455,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,305593,0.0495049504950495
Saguaro National Park,0.0380952380952381,0.0319148936170213,0.03125,0.0263157894736842,0,0,0.0476190476190476,0,0,0,0.0454545454545455,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,60716.8,0.0396039603960396
Saguaro National Park,0.19047619047619,0.25531914893617,0.234375,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.142857142857143,0,0,0.037037037037037,0.136363636363636,0,0.0454545454545455,0.307692307692308,0,0.166666666666667,0.133333333333333,0,0,0.0833333333333333,0,0,0,0.0833333333333333,0,62099,0.0396039603960396
Sequoia National Park,0.00952380952380952,0,0,0.0263157894736842,0,0.0526315789473684,0.0476190476190476,0,0.0416666666666667,0.0185185185185185,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0.0833333333333333,0,94431,0.0594059405940594
Theodore Roosevelt National Park,0.0285714285714286,0.0851063829787234,0,0,0.0263157894736842,0.0263157894736842,0.0952380952380952,0.024390243902439,0.0833333333333333,0.0185185185185185,0.0454545454545455,0.0625,0,0,0,0,0.0666666666666667,0,0,0,0.153846153846154,0.0555555555555556,0,0,0,37439,0.0396039603960396
Theodore Roosevelt National Park,0.019047619047619,0.0425531914893617,0.015625,0.0263157894736842,0.0526315789473684,0,0.142857142857143,0.024390243902439,0.125,0,0,0,0,0,0.0454545454545455,0.0833333333333333,0.0666666666666667,0,0,0,0.0769230769230769,0.0555555555555556,0,0,0,32505.6,0.0396039603960396
Theodore Roosevelt National Park,0.0285714285714286,0.0638297872340425,0.015625,0.0263157894736842,0.0263157894736842,0,0.0476190476190476,0,0.125,0,0,0,0.0454545454545455,0,0.0454545454545455,0,0,0,0,0.0833333333333333,0.307692307692308,0,0.0833333333333333,0,0,33959.9,0.0396039603960396
Theodore Roosevelt National Park,0.0952380952380952,0.138297872340426,0.046875,0.0789473684210526,0.0263157894736842,0,0.0952380952380952,0,0.333333333333333,0,0,0.0625,0,0,0.0454545454545455,0,0,0,0.0909090909090909,0,0.538461538461538,0,0,0.166666666666667,0,35903.7,0.0396039603960396
Theodore Roosevelt National Park,0.171428571428571,0.0851063829787234,0.078125,0.0789473684210526,0,0,0.333333333333333,0.0487804878048781,0.291666666666667,0.037037037037037,0.0454545454545455,0,0,0,0.0454545454545455,0,0.133333333333333,0,0.0909090909090909,0,0.0769230769230769,0.0555555555555556,0,0,0,47793.7,0.0396039603960396
Theodore Roosevelt National Park,0.152380952380952,0.127659574468085,0.015625,0.0526315789473684,0,0,0.19047619047619,0.024390243902439,0.166666666666667,0.0185185185185185,0.0909090909090909,0,0.0454545454545455,0,0.0909090909090909,0,0.0666666666666667,0,0.0909090909090909,0,0.461538461538462,0,0,0.0833333333333333,0,43856.6,0.0396039603960396
Theodore Roosevelt National Park,0.0952380952380952,0.117021276595745,0.03125,0.0789473684210526,0,0.0526315789473684,0.0952380952380952,0,0.125,0.0185185185185185,0.0454545454545455,0.0625,0,0.0769230769230769,0,0,0.0666666666666667,0,0.0909090909090909,0,0.615384615384615,0,0.0833333333333333,0,0,47862,0.0396039603960396
Wind Cave National Park,0.0666666666666667,0.0319148936170213,0.015625,0.0526315789473684,0,0,0.238095238095238,0,0.0833333333333333,0,0.0454545454545455,0,0,0.307692307692308,0,0,0.0666666666666667,0,0.0909090909090909,0.0833333333333333,0.0769230769230769,0.111111111111111,0.0833333333333333,0,0,62282.9,0.0792079207920792
Wind Cave National Park,0.0571428571428571,0.0212765957446809,0,0,0.0263157894736842,0,0.238095238095238,0,0.125,0,0,0.0625,0.0909090909090909,0.153846153846154,0,0.0833333333333333,0,0,0.0909090909090909,0,0,0.0555555555555556,0,0,0,60741.2,0.0792079207920792
Wind Cave National Park,0.019047619047619,0.0212765957446809,0.015625,0.0526315789473684,0,0,0,0,0.166666666666667,0,0,0,0.0454545454545455,0,0,0,0.0666666666666667,0,0,0,0,0.0555555555555556,0,0,0.0833333333333333,66631,0.0792079207920792
Yellowstone National Park,0.238095238095238,0.0106382978723404,0,0.0526315789473684,0,0.0526315789473684,0.0476190476190476,0.0731707317073171,0,0,0,0.0625,0.0454545454545455,0,0.0454545454545455,0,0,0,0.181818181818182,0.0833333333333333,0,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,498822.7,0.099009900990099
Yellowstone National Park,0.19047619047619,0.0212765957446809,0.015625,0.0526315789473684,0.0263157894736842,0.131578947368421,0.19047619047619,0.121951219512195,0,0,0,0.125,0.0454545454545455,0,0.0909090909090909,0.166666666666667,0,0.0303030303030303,0.181818181818182,0.25,0,0.0555555555555556,0.166666666666667,0,0.0833333333333333,512566,0.099009900990099
Yosemite National Park,0.0476190476190476,0.0106382978723404,0.015625,0.0263157894736842,0.0526315789473684,0.0263157894736842,0.0476190476190476,0.219512195121951,0.0833333333333333,0,0.0454545454545455,0,0.0454545454545455,0.0769230769230769,0.0454545454545455,0.0833333333333333,0.0666666666666667,0.0909090909090909,0.454545454545455,0.166666666666667,0,0.0555555555555556,0.0833333333333333,0.0833333333333333,0.0833333333333333,378757.7,0.0792079207920792
Yosemite National Park,0.0952380952380952,0.0319148936170213,0.03125,0.0526315789473684,0.0789473684210526,0.105263157894737,0.0952380952380952,0.219512195121951,0.0416666666666667,0,0.0454545454545455,0,0.181818181818182,0.230769230769231,0,0.0833333333333333,0.133333333333333,0,0,0.0833333333333333,0,0.0555555555555556,0.0833333333333333,0,0,373269.8,0.0792079207920792
Yosemite National Park,0.171428571428571,0.074468085106383,0.078125,0.0263157894736842,0.289473684210526,0.210526315789474,0.0952380952380952,0.219512195121951,0.0416666666666667,0.037037037037037,0,0,0,0.153846153846154,0.0909090909090909,0.666666666666667,0.0666666666666667,0.0606060606060606,0.272727272727273,0.166666666666667,0.153846153846154,0.111111111111111,0.25,0,0.166666666666667,405223.4,0.0792079207920792
Yosemite National Park,0.257142857142857,0.0851063829787234,0.0625,0.131578947368421,0.263157894736842,0.184210526315789,0,0.414634146341463,0.0833333333333333,0.0555555555555556,0.227272727272727,0.125,0.0909090909090909,0.615384615384615,0.272727272727273,0.166666666666667,0.0666666666666667,0,0.272727272727273,0.25,0.0769230769230769,0,0.0833333333333333,0,0.0833333333333333,449080.8,0.0891089108910891
Yosemite National Park,0.295238095238095,0.074468085106383,0.0625,0.105263157894737,0.315789473684211,0.131578947368421,0.142857142857143,1,0,0.0555555555555556,0.0909090909090909,0,0.0909090909090909,0.461538461538462,0,0.583333333333333,0.0666666666666667,0,0.0909090909090909,0.166666666666667,0,0.111111111111111,0,0,0.25,520629.1,0.0792079207920792
Yosemite National Park,0.219047619047619,0.0851063829787234,0.09375,0.0526315789473684,0.131578947368421,0.131578947368421,0.19047619047619,0.585365853658537,0.0416666666666667,0.0555555555555556,0,0.125,0.0454545454545455,0.307692307692308,0,0.166666666666667,0.0666666666666667,0.0303030303030303,0.363636363636364,0.25,0,0,0.166666666666667,0.166666666666667,0.0833333333333333,451782,0.0792079207920792
Yosemite National Park,0.142857142857143,0.0425531914893617,0.0625,0.105263157894737,0.0263157894736842,0.0526315789473684,0.0476190476190476,0.292682926829268,0.0416666666666667,0.0185185185185185,0,0.125,0.0909090909090909,0.0769230769230769,0,0.333333333333333,0.0666666666666667,0,0.0909090909090909,0,0,0,0.0833333333333333,0.0833333333333333,0,495245,0.099009900990099
Zion National Park,0.019047619047619,0.0319148936170213,0.09375,0.0526315789473684,0.0263157894736842,0.0789473684210526,0.0952380952380952,0,0,0.0555555555555556,0,0,0,0.230769230769231,0,0,0.0666666666666667,0.0303030303030303,0,0,0.0769230769230769,0,0,0,0,152859.4,0.0297029702970297
Zion National Park,0.0666666666666667,0.0319148936170213,0.015625,0,0.0263157894736842,0.0526315789473684,0.0476190476190476,0.024390243902439,0,0.0555555555555556,0.0454545454545455,0.0625,0.0909090909090909,0,0,0.166666666666667,0.0666666666666667,0,0,0.0833333333333333,0,0,0,0,0,147051.9,0.0297029702970297
Zion National Park,0.0476190476190476,0.0319148936170213,0.125,0.0789473684210526,0.0263157894736842,0.0263157894736842,0.0476190476190476,0.121951219512195,0.0416666666666667,0.0555555555555556,0.136363636363636,0,0.0454545454545455,0.153846153846154,0.0909090909090909,0.166666666666667,0.0666666666666667,0,0,0,0,0,0,0,0,172231.9,0.0297029702970297
Zion National Park,0.0666666666666667,0.0106382978723404,0.0625,0.0526315789473684,0.0263157894736842,0.0526315789473684,0.0952380952380952,0.146341463414634,0,0.0740740740740741,0.0454545454545455,0.0625,0.0909090909090909,0.153846153846154,0,0,0,0.0303030303030303,0.181818181818182,0,0.0769230769230769,0.0555555555555556,0,0.0833333333333333,0.0833333333333333,202198.4,0.0396039603960396
Zion National Park,0.019047619047619,0.0425531914893617,0.03125,0,0.0789473684210526,0.0526315789473684,0.0476190476190476,0.024390243902439,0,0,0.0454545454545455,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,244531.7,0.0396039603960396
